Village,District,State,Year,Total_Net_Area,Total_Production,Fields_Count,Yield_std,Yield_min,Yield_max,NDVI_S1,NDVI_S2,NDVI_S3,NDVI_S4,NIR_S1,NIR_S2,NIR_S3,NIR_S4,RED_S1,RED_S2,RED_S3,RED_S4,VH_S1,VH_S2,VH_S3,VH_S4,VV_S1,VV_S2,VV_S3,VV_S4,Kg_per_Hectare
aliabad,barabanki,uttar_pradesh,2023.0,0.1027,70.1499539,1.0,46.01483634756405,683.057,683.057,0.248134269439347,0.29436786229742,0.370688821137119,0.357006051875157,0.330684836460426,0.343042036036787,0.389944179819235,0.369129013545316,0.197806659968831,0.183518599447046,0.172817461017061,0.171756849702767,-17.5887029889097,-16.9699732506863,-16.7750911273369,-16.5911776039887,-10.148783903007,-10.1060838349557,-10.4967156927837,-11.002152698993,683.057
aligarh,barabanki,uttar_pradesh,2023.0,0.1968,131.7400494,2.0,1.31733993335046,668.485,670.348,0.284459241269243,0.444455726038588,0.498937008222199,0.371835344885328,0.3744852042758,0.427565844583651,0.454224856136947,0.377543969832569,0.207805824041901,0.161609346451968,0.149624999114961,0.172892554699822,-17.6559926999558,-15.753126946623,-15.2694863321929,-16.2175080904245,-9.79624679428184,-9.40038002764911,-9.98522727243971,-10.6991755923122,669.410820121951
alipur,barabanki,uttar_pradesh,2022.0,0.1987,110.6899553,2.0,22.7759094220187,540.909,573.119,0.171411902182087,0.0363776263842667,0.444634454509054,0.329400108048765,0.32855591436153,0.764793491733345,0.453029689092314,0.377080068963793,0.231824126830485,0.711234510438367,0.165543657124503,0.189977142419085,-18.8373234236972,-16.9878573430564,-15.8762071723719,-16.5192503946587,-10.5533237473535,-9.16818485811724,-8.95423253932339,-10.5804201043547,557.070736285858
alipur,barabanki,uttar_pradesh,2023.0,0.3036,205.3099488,3.0,70.4601709904255,596.484,728.656,0.220541533843813,0.406943930454564,0.434170861239701,0.285182603222826,0.342542702476591,0.415864047461489,0.438759244294951,0.364319103879405,0.21878319012312,0.169229516587916,0.166383813843546,0.202960451312063,-17.8302722449879,-16.6481359261719,-16.3834524260385,-17.4897713481109,-9.76965785036156,-9.34315069355582,-9.65815218260899,-11.031406984002,676.251478260869
aluamau,barabanki,uttar_pradesh,2022.0,0.3012,187.0000913,3.0,27.7155815802832,592.354,647.7,0.226712690975353,0.0394847990019522,0.430426328775881,0.399668731397417,0.345993617778789,0.744191300546149,0.405756181328731,0.397327332978096,0.217655823955682,0.687959832412126,0.158367514720645,0.16883324534638,-18.2842415280234,-16.1428039025718,-14.8334525908651,-16.32680664566,-10.2844762539548,-9.30246196184424,-8.98896508150893,-10.5839592703648,620.850236719788
aluamau,barabanki,uttar_pradesh,2023.0,0.3052,186.6699256,3.0,71.6009544442903,543.5,685.988,0.280775000000533,0.412902940811418,0.445978991123445,0.378638652574029,0.361125510401521,0.406992507069762,0.419155219676641,0.382282780038533,0.201482576051071,0.164839688579863,0.156980667139644,0.171092850396353,-17.0280348247882,-15.8837756130924,-15.7842615893224,-16.1251084763598,-9.61211720323748,-9.23487564163089,-10.0525535086315,-10.4766116999834,611.631473132372
amahiya,barabanki,uttar_pradesh,2022.0,0.2043,114.7600029,2.0,75.0473640076719,508.111,614.244,0.199611810298575,0.0324534245842771,0.389584551336124,0.435166251301759,0.338472005933846,0.708216746512397,0.40593054051188,0.424000292932765,0.224900769334962,0.663720936196546,0.175491751596797,0.162494063749429,-18.3379428516364,-18.0602249407424,-16.1669466310879,-17.0423998633108,-10.0552008554395,-10.2412081236242,-9.87373812174364,-11.4437948247303,561.722970631424
amahiya,barabanki,uttar_pradesh,2023.0,0.5014,317.6900278,5.0,69.9797933606552,530.671,711.364,0.21585375165047,0.308110528478006,0.419211438389842,0.419694198653444,0.341102426568874,0.354729009483976,0.411662409914131,0.401363894022971,0.220784140487478,0.18626545343494,0.164510524798615,0.160246497254817,-18.6261264209498,-17.6265216563574,-17.1000143420619,-17.0251859066481,-10.3916502918464,-10.2727653063009,-11.0719104954876,-11.6985860200855,633.605958915038
amaulihisampur,barabanki,uttar_pradesh,2022.0,0.2031,94.9599402,2.0,27.5007969339072,448.346,487.238,0.247233373941285,0.0347069011261687,0.253679966057817,0.326060841199128,0.365403661673608,0.763778684580767,0.388310389483842,0.389909000805451,0.220713363910495,0.712678303563543,0.227743737945008,0.197208611674587,-18.5570557105367,-16.8864897625655,-15.9167504835145,-17.4266606348517,-10.7319822812252,-9.43360850811937,-9.46373388623951,-11.2496277982271,467.552635155096
amaulihisampur,barabanki,uttar_pradesh,2023.0,0.5087,314.919973,5.0,99.8923826410202,502.904,774.02,0.255090741784033,0.375526722357233,0.384576788372941,0.34190873956927,0.365377106672156,0.411339387606126,0.4108687685815,0.396733516701641,0.216836652768487,0.180227620589041,0.178004058779261,0.193936716177797,-17.7916324584808,-16.7793710170462,-16.9160236598297,-17.5098846823899,-10.232156096038,-9.68940731194021,-10.6512381176797,-11.3437912071909,619.068160015726
amaulikala,barabanki,uttar_pradesh,2023.0,0.2841,182.0099589,3.0,58.4467146581682,595.614,705.392,0.226264973127887,0.362612827460615,0.434244591048399,0.404764400015078,0.358226405105216,0.386061585403621,0.432851886291533,0.404970255229474,0.226326590450227,0.178366242807378,0.165634248918806,0.169813829880553,-18.5844540363318,-16.6365066205777,-16.6526852927286,-16.8680129113297,-10.6186231881072,-9.79993689119405,-10.7002134557973,-11.2668475106994,640.65455438226
ambaur,barabanki,uttar_pradesh,2022.0,0.8086,456.1200553,8.0,136.178136997097,344.158,725.8,0.199114535389152,0.0298498079366143,0.391767747308791,0.422430777801459,0.340011910252683,0.769170871033277,0.425469835121222,0.416756184227299,0.22696462592964,0.724652795153178,0.183105157220439,0.165358455009055,-19.3573678632561,-17.3789847052581,-15.5889373948688,-16.7129984676834,-10.8759696285842,-9.87698684110691,-9.63487796554692,-11.1298473294902,564.086143086817
ambaur,barabanki,uttar_pradesh,2023.0,2.4307,1628.3399769,24.0,70.9391449611485,539.286,820.779,0.207135734620351,0.348462128485792,0.435039314639793,0.418451436404531,0.343728933292184,0.375071515186308,0.428725011840953,0.400808618679365,0.226334012581302,0.178769565301598,0.164132497778652,0.161357476177319,-18.9272555188463,-17.2687065034824,-16.8806799891078,-17.0144355778602,-10.6434584495768,-10.1837793347716,-11.0254161774635,-11.5153956599394,669.905778952565
amrahiya,barabanki,uttar_pradesh,2022.0,0.2995,154.3300718,3.0,82.0935028062514,435.0,599.095,0.199611810298575,0.0324534245842771,0.389584551336124,0.435166251301759,0.338472005933846,0.708216746512397,0.40593054051188,0.424000292932765,0.224900769334962,0.663720936196546,0.175491751596797,0.162494063749429,-18.3379428516364,-18.0602249407424,-16.1669466310879,-17.0423998633108,-10.0552008554395,-10.2412081236242,-9.87373812174364,-11.4437948247303,515.292393322204
amrahiya,barabanki,uttar_pradesh,2023.0,0.8882,519.4499062,9.0,37.1087165786033,528.269,652.02,0.21585375165047,0.308110528478006,0.419211438389842,0.419694198653444,0.341102426568874,0.354729009483976,0.411662409914131,0.401363894022971,0.220784140487478,0.18626545343494,0.164510524798615,0.160246497254817,-18.6261264209498,-17.6265216563574,-17.1000143420619,-17.0251859066481,-10.3916502918464,-10.2727653063009,-11.0719104954876,-11.6985860200855,584.834391128124
ariyamau,barabanki,uttar_pradesh,2023.0,0.0455,31.4199795,1.0,46.01483634756405,690.549,690.549,0.247929464660907,0.293961069838457,0.357329319844936,0.250929744872037,0.345787751279019,0.348196957330224,0.400121154840869,0.438997798200496,0.208895861605737,0.190134110769918,0.184592193788858,0.265959494971323,-17.7728863389952,-17.3819705182187,-16.5258380312621,-16.4954954602218,-10.3565589490963,-10.1700746433677,-10.0837652963275,-10.5316970979654,690.549
aruikhurd,barabanki,uttar_pradesh,2023.0,0.1977,116.1100008,2.0,64.305704894667,541.488,632.43,0.234785891120785,0.402896367800632,0.406960767271401,0.243862246026933,0.358526655868955,0.442453734152256,0.434012742736779,0.366744216988151,0.221213747707632,0.17908050491603,0.178664815878873,0.224230087254651,-18.7785648274977,-17.5118159454889,-16.6555849239159,-18.7133027488183,-10.274886448292,-9.97892137077926,-9.85083016038954,-11.7719169451751,587.304
asdamau,barabanki,uttar_pradesh,2022.0,0.701,380.0400962,7.0,47.8886897040567,474.0,603.082,0.222245235357102,0.0522813863594905,0.448122848479363,0.383778639762246,0.354995513240629,0.689553296660497,0.426455534466736,0.391862988113112,0.225145033924164,0.622284550672711,0.159519095201194,0.173427188820336,-18.469315539521,-16.3184532910847,-14.6401576161827,-16.1599670759073,-10.4223883081655,-9.53020485886246,-9.0265316584263,-10.5387291676799,542.139937517832
asdamau,barabanki,uttar_pradesh,2023.0,0.607,426.1000253,6.0,67.4966903188593,598.173,785.6,0.266088366080416,0.403047936542858,0.45862458039085,0.351967531112228,0.364505508110373,0.403805242733702,0.420706269070591,0.374081597987919,0.210270898278543,0.168791608604328,0.153015987702156,0.178684960606471,-17.8491757896937,-15.8387180077055,-15.5019551673015,-16.5878407721107,-10.1691727973364,-9.44771404871986,-9.94152713970316,-10.9314196808306,701.976977429984
ashrafpur,barabanki,uttar_pradesh,2023.0,0.8033,484.9200448,8.0,104.395854061083,440.4,703.3,0.256443990363424,0.302997840767033,0.401513960906996,0.384469027101747,0.359223104788006,0.369788935427693,0.387147610674168,0.385117208256831,0.21366546646699,0.198015323700493,0.163395849863262,0.170382707872071,-17.6680703906794,-17.2763532735528,-16.7145845953536,-16.7395992637877,-10.0813517812906,-10.0798742566997,-10.818178721133,-11.2483686781557,603.659958670484
atrauli,barabanki,uttar_pradesh,2022.0,0.103,46.440022,1.0,46.01483634756405,450.874,450.874,0.136220689279612,0.0345131824969977,0.398766467500474,0.445250065509522,0.325550906152293,0.727485015694574,0.425404311033399,0.433276853008516,0.24737198824523,0.679039467519181,0.180974324881042,0.164250881812943,-19.6774515644307,-17.189252211841,-15.5721379831962,-16.7704618085195,-11.1633938657375,-9.39866421870875,-9.54829609159199,-11.3003347325624,450.874
atrauli,barabanki,uttar_pradesh,2023.0,0.2039,127.1236207,2.0,82.0668130245107,564.093,680.153,0.169683557418863,0.359510457214799,0.441456367887704,0.415884647633266,0.329198272101779,0.383372905932335,0.431513611437385,0.410261370205555,0.233422273978602,0.178897666157545,0.164220767439502,0.168108907341125,-18.8038510919587,-17.1302083736148,-17.0126568024333,-17.058437641592,-10.3830072695169,-9.97198443542849,-11.0067440758856,-11.6139589227244,623.460621383031
aulialalpur,barabanki,uttar_pradesh,2022.0,0.1008,48.949992,1.0,46.01483634756405,485.615,485.615,0.228846168798384,0.0293845226106506,0.353426637224638,0.370676671215192,0.354587718966792,0.79785450369853,0.421132654390681,0.393098081115521,0.222748251093453,0.752369021568306,0.199067104536121,0.179113328930549,-18.855724883793,-17.0289536763785,-15.5128242029269,-16.6095800649458,-10.8185878406341,-9.65714381079551,-9.42404325986117,-10.8057978952734,485.615
aulialalpur,barabanki,uttar_pradesh,2023.0,0.3043,198.9099665,3.0,11.4808398647486,641.867,664.759,0.2522980982601,0.390473850184517,0.406740104871316,0.363758440013718,0.362219001429415,0.396763855347561,0.420130674156773,0.385283906617627,0.216027010962578,0.170557699759478,0.173490632760952,0.179527241200305,-17.7021742466191,-16.6466634944466,-16.5492391871783,-16.8289033009752,-9.96295834352859,-9.87465225479573,-10.5839053425515,-11.1056552293922,653.664037134407
aurela,barabanki,uttar_pradesh,2023.0,0.503,306.4500316,5.0,84.345738186941,485.117,704.356,0.249423927649685,0.320061045645483,0.318508093774626,0.287530203648867,0.354823557389025,0.364453617344674,0.377950555578551,0.355501168548807,0.213397452766338,0.185589109794263,0.190831840784866,0.197751843528936,-16.6425901202487,-15.7992117177317,-15.8094546096755,-15.5111628911344,-9.50648605357355,-9.32360950522914,-9.80522260778289,-9.78849326089177,609.244595626242
ausergarh,barabanki,uttar_pradesh,2023.0,0.2997,234.5099625,3.0,107.030573524578,662.149,859.647,0.233550128152082,0.286763009629013,0.41199951397149,0.418160202005697,0.342789670900122,0.347473981503064,0.408630745212047,0.393512082179667,0.21378132107938,0.190912489929916,0.16550452138043,0.157911159715536,-18.4780132562358,-18.0493858608971,-16.6577303787268,-16.8312383653172,-10.7047558389558,-10.6224144836993,-10.6426739559013,-11.6116442451397,782.482357357357
ayaznagar,barabanki,uttar_pradesh,2022.0,1.2063,649.6800076,12.0,73.4326652438178,394.8,631.463,0.143715442460478,0.0442528219668198,0.437805059264008,0.452500520328817,0.342606232412371,0.665523990597416,0.423167536487876,0.438974557845907,0.255926294387672,0.609863236406712,0.16007664038685,0.159829666716966,-20.3656058177194,-18.7098838746066,-16.8766488799166,-18.0770823751538,-11.5248495251524,-10.9673913663305,-10.7548084401868,-12.4786747882685,538.572500704634
ayaznagar,barabanki,uttar_pradesh,2023.0,2.7318,1578.2901617,27.0,64.9597556534691,433.602,705.9,0.170626065875883,0.327859999315584,0.466119176601968,0.444753764172614,0.342104352714869,0.37943555690262,0.444240282204829,0.426639806296612,0.242278989558701,0.19030179631559,0.156116898027568,0.159902476238612,-19.890270962611,-18.0549236594912,-17.6703195377797,-18.02563379369,-11.2414541516742,-10.7364533186198,-11.8988807629598,-12.4788382548072,577.747332052127
baburabandh,barabanki,uttar_pradesh,2023.0,0.1014,53.9900244,1.0,46.01483634756405,532.446,532.446,0.250995040778585,0.401903591435791,0.418212814522427,0.382931676809354,0.358058150585013,0.403469949818679,0.418533435378021,0.394263626151,0.212494252288941,0.167912788719834,0.167766551535661,0.174169699555644,-17.7033788501904,-16.6547194088389,-16.2960345484706,-16.1116095679606,-10.0576214750166,-10.1530442186237,-10.3028053211612,-10.5888318446223,532.446
baburigaon,barabanki,uttar_pradesh,2023.0,0.0983,57.590038,1.0,46.01483634756405,585.86,585.86,0.207172552614093,0.316744462327311,0.370957276885543,0.361127358262227,0.347647509164417,0.37036479524532,0.405250040778416,0.395016952317469,0.227566911956903,0.188263656970976,0.179005723078877,0.182153887932222,-19.4184956957615,-17.9321116803489,-17.4779772180969,-18.1393862955174,-11.1384910975658,-10.8038650135,-11.1549968182455,-12.0965657936875,585.86
baburiha,barabanki,uttar_pradesh,2022.0,0.2054,83.1899588,2.0,113.241029686682,324.707,484.854,0.165047220759032,0.033687554475869,0.419683219367321,0.473960193710025,0.340634247631649,0.718493869935761,0.385484484906119,0.44208320731411,0.243810636160195,0.671812185705647,0.156054018161239,0.15468850167193,-18.3950025295742,-18.3990658446874,-15.9096161512877,-16.9930966791642,-9.66666308914889,-9.99974624845891,-9.18362013336646,-11.3226847396894,405.014405063291
baburiha,barabanki,uttar_pradesh,2023.0,1.3219,795.7098543,13.0,66.0318557876152,499.229,718.669,0.184185128090224,0.2204897891475,0.472940893518894,0.450358345988164,0.332652776488586,0.352193238685403,0.43661948389831,0.424500816480525,0.229461222033293,0.225181539105582,0.152768818279076,0.158485242261834,-17.4158582342182,-18.3506125573493,-17.0597129879867,-17.125937393783,-8.79511173750141,-10.2889442115033,-10.9700718155043,-11.7081347834809,601.944061048491
badagaon,barabanki,uttar_pradesh,2022.0,0.1014,49.0300434,1.0,46.01483634756405,483.531,483.531,0.155892118542282,0.341217099461602,0.47003076248456,0.358308616148487,0.339494934287423,0.43881636720847,0.48316327408414,0.405427403926475,0.248068765156702,0.212928658006814,0.168991088440599,0.190523918942102,-19.4293053436783,-16.3338004447018,-15.3779928932691,-16.4334320134199,-11.2333100603744,-8.77456359101185,-8.9611425088254,-10.4852016207095,483.531
badagaon,barabanki,uttar_pradesh,2023.0,0.0992,67.0399552,1.0,46.01483634756405,675.806,675.806,0.210975157418254,0.405489186916774,0.429820599795075,0.363102349992498,0.34632549955145,0.425447668189838,0.415589018128691,0.393285356047817,0.225811687833946,0.174218334419994,0.16083902534593,0.184189873012171,-18.9442926635353,-16.4264984414704,-15.6404657003795,-16.6694552545591,-10.5405674359767,-9.64111014612446,-9.4552256848315,-10.7882726708289,675.806
badipur,barabanki,uttar_pradesh,2022.0,0.5059,283.1399939,5.0,43.0448744242564,495.504,611.3,0.153318047992593,0.0480612029000712,0.452540019036506,0.422891885427067,0.318997400288162,0.709398035603405,0.439833618576604,0.417104786937044,0.233606665970769,0.644267897882851,0.161840132843315,0.166494013691141,-20.2974399824769,-16.9429428169936,-15.5406696178013,-16.180125696302,-11.5111867333544,-9.71163498925424,-9.78231357842944,-10.6585515228447,559.67581320419
badipur,barabanki,uttar_pradesh,2023.0,1.0148,658.9899914,10.0,46.3016799066489,558.251,715.492,0.254582684693253,0.423220968942634,0.472451604168227,0.392090805113348,0.345012347105687,0.415350519307566,0.447497454425077,0.390281317690701,0.203662470556627,0.164162597606263,0.15590243685405,0.168454333881259,-18.0670899005064,-16.5058205276884,-16.2310564344587,-16.6926955800123,-10.2947477181011,-10.0044839897784,-10.5287441939765,-11.2092733162077,649.379179542767
baghaura,barabanki,uttar_pradesh,2022.0,0.1918,65.8599564,2.0,193.948076370971,198.228,472.512,0.218029599283471,0.0356907266969359,0.426381053500564,0.422672111190429,0.345410814106302,0.772295815747729,0.472924524790588,0.417383386457982,0.221264848897886,0.719102670215399,0.187637201043958,0.167718113804665,-19.1430230623095,-16.6226940131106,-15.6613755638712,-16.4920535303196,-10.9403174254749,-9.66339166955138,-9.80716251932009,-10.8880848953642,343.378291970803
